"1016_Fluconazole","1016_NoDrug","1038_Fluconazole","1038_NoDrug","1069_Fluconazole","1069_NoDrug","119_Fluconazole","119_NoDrug","128_Fluconazole","128_NoDrug","20_Fluconazole","20_NoDrug","272_Fluconazole","272_NoDrug","31_Fluconazole","31_NoDrug","33_Fluconazole","33_NoDrug","354_Fluconazole","354_NoDrug","385_Fluconazole","385_NoDrug","399_Fluconazole","399_NoDrug","400_Fluconazole","400_NoDrug","476_Fluconazole","476_NoDrug","491_Fluconazole","491_NoDrug","507_Fluconazole","507_NoDrug","521_Fluconazole","521_NoDrug","578_Fluconazole","578_NoDrug","589_Fluconazole","589_NoDrug","590_Fluconazole","590_NoDrug","60_Fluconazole","60_NoDrug","673_Fluconazole","673_NoDrug","674_Fluconazole","674_NoDrug","683_Fluconazole","683_NoDrug","690_Fluconazole","690_NoDrug","701_Fluconazole","701_NoDrug","705_Fluconazole","705_NoDrug","721_Fluconazole","721_NoDrug","731_Fluconazole","731_NoDrug","739_Fluconazole","739_NoDrug","782_Fluconazole","782_NoDrug","783_Fluconazole","783_NoDrug","789_Fluconazole","789_NoDrug","795_Fluconazole","795_NoDrug","801_Fluconazole","801_NoDrug","804_Fluconazole","804_NoDrug","833_Fluconazole","833_NoDrug","837_Fluconazole","837_NoDrug","841_Fluconazole","841_NoDrug","842_Fluconazole","842_NoDrug","869_Fluconazole","869_NoDrug","888_Fluconazole","888_NoDrug","91_Fluconazole","91_NoDrug","933_Fluconazole","933_NoDrug","94_Fluconazole","94_NoDrug","966_Fluconazole","966_NoDrug","972_Fluconazole","972_NoDrug","983_Fluconazole","983_NoDrug"
"YER038C",6.74146286700975,6.33093433936711,6.78403581468114,6.25586636767382,6.77698532799461,6.41379320190663,6.6117393805643,6.08065300527208,6.61438923724482,6.42623830699312,6.67971549013913,6.63119581033008,6.52905995358705,6.66949056471245,6.6694857109185,6.97523237679415,7.09927616621581,6.36152466934039,6.72701870446613,6.3448480996518,6.52753201119238,6.57108519650283,6.54729305905294,6.51388698764391,6.52820472005344,6.54206349507729,6.88523247296229,6.52633323017378,6.84728395426352,6.47049038298296,6.75548415493734,6.4424585783586,6.48622597130496,6.50938515500184,6.70880489794701,6.57924410855506,6.58177002212704,6.45522459502492,6.52470638476521,6.55452814618701,7.02127291628392,6.34075329285594,6.67133275332724,6.49704649108641,6.65014988743034,6.35619618371976,6.50831505709032,6.23202756441157,6.97110343988011,6.31789832861249,6.30483400142624,6.42818210436973,6.62518006592841,6.39871258972546,6.66208799731102,6.35510435388963,6.21903367993689,6.28294931214908,6.51205232296311,6.31124154903669,6.68906878375963,6.26020780149813,6.80015854639538,6.40113889964085,6.69053088989149,6.42103792293874,6.58823955295113,6.33954377077159,6.19025223076328,6.26967806879416,6.76347906848351,6.51843877272328,6.64391458338719,6.26288260418402,6.37783345102828,6.36377025941986,6.52806130861085,6.28409176047777,6.61181981898927,6.10378708974514,6.53775144191566,6.48509957589806,6.38934254975408,6.60915124922317,6.09384513447055,6.29545378640145,6.37537973645502,6.28816069028755,7.11998148951844,6.34617138518113,6.6324975609669,6.39855519565978,6.47428433548634,5.93631691265317,6.63200987496022,6.20837111603156
"YER038W-A",3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894,3.71255946695894
"YER039C",5.60607739957755,4.98350357391355,5.18473207543571,5.21260010973702,5.53922210722227,5.43644424223593,5.53354684503094,5.26751469899916,5.63381033469071,5.17473938462301,5.53225903550187,5.17035923531663,5.4435357710599,5.35858389126471,5.4782122607789,5.88247142553203,5.42189725573344,5.54129549236867,5.33092566334272,5.38397905252464,5.46716652842159,5.15030967763013,5.80718585726496,5.37549476431755,5.46262136986401,5.40414435937374,5.33181005763723,5.057651397707,5.19345558809119,5.35627804072673,5.74575032188274,5.3955901483874,5.33520531385322,5.12951635306661,5.32640592842095,5.29085586116624,5.50010018821018,5.2906517441409,5.21843050966044,5.33158135925365,5.48137214328084,5.27228246897417,5.11999700248732,5.10555772158015,5.21610260117388,5.03017196205105,5.4196432964928,5.26614423928395,5.18601828009019,5.41325475550134,5.2744836372647,5.40980499526463,5.49019522297168,5.19247380677605,5.76002691732306,5.39667318170543,5.41322474673601,4.9791844830869,5.48168749453533,5.05417781047201,5.27760295126772,5.26741352952335,5.64063918531736,5.21730956214223,5.22367294563958,4.94011516650371,5.38729344602693,5.10575448557008,5.36779460261848,5.318052349168,5.30600251361019,5.06706032857239,5.48058363254778,5.21421065170183,5.06972359187466,5.29185787921472,5.46985039398879,5.31765700860764,5.29896098551053,5.25720690650331,5.48736798358477,5.29087228307595,5.43412643521746,5.68154718036595,5.51367441900616,5.28433512635432,4.67776363114074,5.12164389467907,5.38478119533822,5.08727196689464,5.20765462260243,5.41453096640458,5.33745545159838,5.15265899415797,5.10457725405428,5.14465062311368
"YER039C-A",5.29193640356175,4.70923460787757,5.18473207543571,5.04083631555167,5.53922210722227,5.2709515969466,5.43274898977628,5.43271318215726,5.42040654824421,5.35263968908813,5.11098470420228,5.03629830998656,5.51862767679956,5.54213759034424,5.69709639878032,5.94798288423703,5.38480335812426,5.35987367088363,5.24637401852204,5.4505626817974,5.61454114106949,5.05091859439572,5.6032714928348,5.25716805786605,5.8605168846987,5.33289622657897,5.65208136469529,5.15010984756398,5.44450711563484,5.1083175427628,5.79352584773851,5.28206488360909,5.3714094275286,5.12951635306661,5.39742354761457,5.57368852626487,5.28288158480447,5.20785717884983,5.29275024589959,5.2557455366525,5.71955952664058,5.27228246897417,5.35460957970334,5.19427584367657,5.41380657777118,5.14682292002136,5.26384571685734,5.12455826466532,5.41577310646825,5.4807629736889,5.13225258566035,5.30589055540758,5.78258297200368,5.28581719207333,5.55570388415003,5.11158273183386,5.12577076371577,5.41465027616719,5.57278984470273,5.10964198750783,5.27760295126772,5.16113910528964,5.74823123602748,5.21730956214223,5.49310705371353,5.14914485093741,5.51717404156061,5.15442108813551,5.28165476298873,4.98877084110467,5.30600251361019,4.95610475091537,5.64425146730565,5.0668576173694,5.41318925126432,5.4812210913189,5.23406209020249,5.2680142153832,5.20496435622848,5.12085896826913,5.31789653097369,5.34488906255632,5.43412643521746,5.35739777243446,5.66402137503752,5.58095632256742,5.054285090423,4.87744792429514,5.52674889800399,5.38729592011214,5.1574596110001,5.16478411169495,5.60073038068381,5.3917364500864,5.10457725405428,5.23546624247079
"YER040W",8.13668681614033,8.62447148342889,8.07584179764684,8.24504894623254,8.16593635687427,8.33336070713522,8.23769777659017,8.3869496047885,8.024820492686,8.22872515720489,7.94327645186697,8.26603420027349,8.57617982514628,9.00427742185581,8.00750786384287,9.45412387742502,8.053206208084,8.51695365770285,8.61020691634146,8.86230281716337,8.21543408564796,8.53537528817058,8.25592900861548,8.76132464066229,8.10631382642193,8.85354965144056,8.03807564527672,9.15099982954739,7.97994481918395,8.98031151766906,8.04850223671029,8.32761595426059,8.16958575262912,8.55406625325231,8.08282593484644,8.44710578951052,7.86362218496724,8.31327357189971,8.16466154574546,8.18145022487643,7.9947488583931,7.97288371387941,8.58467623099075,8.71414903469379,8.23892985587471,8.68533023153149,8.3480566422996,8.50154367782562,8.1527857070712,8.5645569179019,8.05952136454516,8.66212432291915,7.98267899458587,8.44367445771413,8.32894241987636,8.45107430195351,8.17119791749911,8.3779819656549,8.13362480679963,8.32268815784024,8.50637626786097,8.42185652869263,8.02038904786378,8.48619875253611,8.32168349205138,8.31260380461337,8.20374313422528,8.43763340431582,7.91507751139694,8.18706980407583,8.44498299021483,8.32129279535915,8.25450905303433,8.51535362638355,8.47094004543958,8.40035989019132,8.28250565190976,8.72651835236949,8.39484960995297,8.64830797466299,8.85814929828821,8.98909809720422,8.81400894606356,8.9893191484884,8.42409304725579,8.50352949277764,8.08330549188222,8.3168685487205,7.91259058219937,8.20989363841864,8.03858474218632,8.30814348634838,8.10254907114313,8.62411467618393,8.17070795898659,8.28517527887231
"YER041W",7.22627183914793,7.02389058072613,7.30182462711914,7.19607135465078,7.26409872473004,7.33045902076717,7.10175262963656,7.0418973422895,7.50908887628535,7.35210140077485,7.45518102290626,7.47716932790413,7.64858807327475,7.58883430941368,7.54366147081936,8.43477254881856,7.1606087249187,6.89398492456284,7.54656228033901,7.41645082794828,7.34027859570625,7.33490277862593,7.42754106656331,7.48994039894662,7.65328176971803,7.53087227525853,7.36937659471135,7.34599066617109,7.18580755806612,6.85355966138593,7.45158909467785,7.1292020595999,7.54912645515552,7.34090351522543,7.0469105295317,7.11385566412753,7.05963962117536,7.38844503879574,7.38870603525208,7.36092671507894,7.32089475125382,7.09547059191879,7.37123226633361,7.31325100982757,7.46847718641208,7.32442889544336,7.22540586821069,7.23408919297042,7.39802508855677,7.20575528931921,7.22793726803748,7.35740670411139,7.45607466510329,7.3842995719396,7.26802621881177,7.27638731800845,7.28036846277104,7.21851499735034,7.15802838032966,7.17588927511239,7.29353485179292,7.3257160143747,7.46832714795729,7.39868526120543,7.46603817478495,7.12803531052911,7.26977117878343,7.14798208851575,7.37713747260051,7.30413249690221,7.23929595230824,7.13969531807499,7.14315662737096,7.12858116333464,7.37412848975032,7.26616758697296,7.2379426674399,7.10426512602462,7.20610166284146,6.95361820039843,7.51240435835876,7.44661209078497,7.25976006102593,7.30296418264585,7.36233708362965,7.1195553673936,7.17795037479248,7.12945039891911,7.46553721493097,7.29821813883022,7.09864664262717,7.18389287589541,7.37883232142184,7.33377167447457,7.23171105809414,7.14073816828015
"YER042W",8.84379154721578,7.91533715073104,8.45347561887075,8.40096785184281,9.18975226665158,8.39791813644434,8.80964344427611,8.34100465287623,9.20852752370352,8.76563915715397,9.27228526313248,8.27879836389423,8.88282256049238,8.16257390419982,9.49452314558553,9.33469148036869,9.54327253057075,8.88447834864385,8.78347943643399,8.23270129018891,9.04290731067375,8.38206211300291,9.54627911209129,8.58252535886809,9.10624994507278,8.40334716564253,9.16202922604373,8.71271399966099,9.10506165402216,8.2482674028975,9.57415411791989,8.77580203918241,9.38454894037992,8.5072587714665,9.07119363644424,8.2602292227414,9.33187789570201,8.15644031206215,8.94025271144125,8.59478138210545,9.39784560980773,8.4227891821132,8.99185390698718,8.53848933224398,9.41378003442114,8.38136071447682,8.72143104517257,8.56672652071317,9.25498021678392,8.41931195921861,9.24995578286954,8.58441397616157,9.23578416378011,8.46580331602052,9.17121486189958,7.92571526699091,9.09612656775943,8.4773881872435,9.18686741176596,8.76268120627974,8.95899557442022,8.87276973685605,9.27342153492162,7.71803190083376,9.19211498291521,8.76483115473347,9.36514724433292,8.28599768729938,9.09359218863474,8.57845700885481,8.68112284730373,8.55410635171165,9.31606073263315,8.346377320883,8.92654501189964,8.69618772626809,8.84360812913199,8.17597670436704,9.0952916912351,8.62652149989134,9.13698157357606,9.10189668884222,8.89665604118681,8.95030873204546,9.45992865893114,9.16259093440405,8.84633304250764,9.02185956158552,9.40347325563057,8.6540827031764,8.98647046576473,9.17590166750841,9.00894403308114,8.67177520608933,8.72981706836225,8.76230422346859
"YER043C",13.2756771705618,13.1386128633431,13.0275673882255,12.9160743644046,13.0755310327797,12.8416245539641,13.0624132231041,12.8964352971399,13.0695735066525,12.9202653695205,12.9750950676565,13.0268535664332,13.081429060775,13.1291914301693,12.9915999318056,13.665418840322,12.8834332978012,12.8097937913802,13.0143255394159,13.2024797543651,12.8427321869354,13.1413911096178,12.6958026519981,13.0038048608946,12.8720793020342,13.2670958394722,12.930889768721,13.1872347277516,12.9129778957854,13.1833328350097,12.7764567975227,12.9437132470686,13.198636345644,13.3081036167619,13.2449317753475,13.1669955314491,13.2476035634343,13.3390716950792,13.3228793157163,13.0252578076124,12.7207220532864,12.8615891669435,13.3688055113486,13.4078628199506,13.3100320926905,13.14087751875,13.2594206630024,13.1552711498412,13.2230974073421,13.0302065920203,13.3507725677801,13.0523349319573,13.0839151726413,13.2247387903077,13.2004379866214,13.174944824783,13.458296730734,13.4220726030842,13.2064198680787,12.96907788716,13.4456058847197,13.3340045922499,13.1755917446188,12.9755195148204,13.325224725706,13.2921136358722,13.3603952358088,13.3276738962448,13.374691298974,13.0410166418818,13.35392928801,13.0506693875028,13.4006802924663,13.1186979671657,13.3543765766632,13.247585698693,13.4150844140703,13.1330323140327,13.3236815251732,13.0216790123319,13.1442163088728,13.0875118302043,13.2311683185441,12.9005123106226,12.7965573774344,13.0196363533971,13.4408988145402,13.2717700427236,12.945162434753,13.0074650938933,13.3406739336314,13.1065571978167,13.0818431218122,12.9433360010013,13.2443175970829,13.0937147594532
"YER044C",11.7937513985088,10.9338593526448,11.5128748006054,10.3851238736386,11.9170359111103,10.7975879167714,12.1857296351711,11.2850423774694,11.7300488767762,10.7431572018556,11.7183333454668,10.4442857866918,11.0940631469077,10.192045661155,11.7454211484786,11.4998016769933,11.9843658747915,10.7690012458849,11.2963753056888,10.4196805687045,11.7945949655812,10.9880605788636,11.7355172495707,10.8357607587863,11.6392037534196,10.6899300414039,11.7656417442139,10.3932334197511,11.6603672966817,10.3680512651059,11.5516603867187,10.8104111905971,11.4965935589088,10.4109224087238,11.864691550873,10.7134475457953,11.5942798518966,10.8220805766929,11.4025771853181,10.8501350080201,11.9207176946556,10.8823446446236,11.3255937264052,10.589200666186,11.2574408429381,10.2994634500707,11.3464954748624,10.3623287496509,11.7600596568323,10.7061018950818,11.5948363521233,10.5171821517682,11.1371630113536,10.3404535411188,11.4421475121754,10.1643785786619,11.4977306284411,10.7485338687112,11.3541316000143,10.2883170743006,11.3825246317721,10.4216838324693,11.4738232180204,10.3411456932309,11.5456715731794,10.3575860812417,11.5192696761494,10.7141298396593,11.4480381659458,10.5467939773115,11.3549856316086,10.4008375836075,11.6280448305103,10.7552930237362,11.5514857010579,10.93103567785,11.4175236796886,10.217526130714,11.5862640531051,10.428043232776,10.991706487039,10.3761290993342,11.2109630139966,10.4525647050525,11.5247507442269,11.0107710287311,11.7382155078474,10.7213831516517,11.9307993858504,10.7398013357321,11.5448843071819,10.7285709661405,11.7315229004742,10.76448117385,11.6292557303147,10.6774596053094
"YER044C-A",5.0410523747599,4.53157838843729,4.77511975235262,4.56994935427121,5.46345543896134,4.83996370809329,4.72074582377388,4.83737108476167,4.81719173696109,4.83709624817309,5.43151763897673,4.98755299272247,5.27748501231429,4.86787836440742,5.40776218783472,5.05457808575672,5.34650956915573,4.74544948466611,5.20162426581333,4.8720573199905,5.20525367915285,4.941130891273,4.95685493587774,5.02720646188707,5.140977437599,4.99230990209741,4.99142125398165,4.64358866792508,5.15261725888985,4.47901649901873,4.84570024721342,4.90657725963044,5.4065353236657,4.84874244552621,5.169739073627,4.79261856612377,5.28288158480447,4.9133608549363,5.09677568926316,4.82849797644379,5.30476893671343,4.52036542091864,4.92975918261693,4.78227757254679,5.48445533098316,4.68980986044475,4.66197998649666,4.51697201916491,5.41577310646825,4.63714146537286,5.18170573253148,4.86635729925011,5.3505287170116,4.70476067168616,5.26424133305187,4.86893880598569,5.0278526420004,4.78200441386254,4.92499192642962,4.71897045546744,5.36356143179394,4.91088767579831,5.72217501406679,4.89805443814631,5.03507465151468,4.50265627423178,5.16075691308034,4.6781344971622,5.18851882251719,4.8006921604712,4.99469004786002,4.76218974007469,5.34152706509845,5.02663410341892,5.27846588475414,4.33489596592307,5.04434509497318,4.57207567682166,5.20496435622848,4.39668446435538,4.94209649007243,4.89589879939846,4.86615014336075,5.05500296194703,4.89383935544246,4.94110784530469,4.94425339750571,4.80571611512689,5.08514005687902,5.03688940122096,4.71540645473583,4.57399672722743,5.40886518047017,5.01054740298589,5.10457725405428,4.50004906262246
"YER045C",8.15879169401427,8.52588155105902,8.40145155404563,8.04424500121548,8.82366583394643,8.91507878598892,8.89299963310689,8.79386416541105,7.95336938567598,7.70483066552972,8.13648256965187,8.48740998014585,7.73057647574822,7.20863708813804,8.11720531439636,9.31904192215416,8.41995366845905,8.43570203656922,8.11231244578645,8.07878739104757,8.22604647838721,8.02673276189944,7.98707916611445,8.05827842480657,8.07396025678546,8.17924197268717,8.00234762678793,8.26797426347271,8.23944736387444,8.14565709149166,7.99642228574019,8.23491241953097,7.5843129056421,7.50033305157189,7.98238443217633,8.06628870011816,8.07234925490809,8.32198713570054,8.21198956297609,8.07252828169923,7.8390409627033,8.11169880922409,7.79192877691085,7.6961606810157,8.10222155954871,8.23167851306441,8.16259179081137,8.07816304670288,8.19934801448528,8.51408801453023,8.65253890627802,8.60095322244347,7.9166961609979,8.24298162856397,8.00512530765187,8.40448863362687,8.20017436488056,8.29616784122887,8.44989942874962,8.73668343988843,7.73078712489733,7.78507928549999,8.2903934033015,8.83108159759374,7.64776542458019,7.95564454900343,7.9753301056245,8.24786833423448,8.11786019423413,8.14775769241557,8.22774189416315,8.48060986487021,8.26035524704466,8.40714148469345,8.03119195273472,8.18350091665602,8.61251860236198,8.86653042300307,8.27229692261163,8.40122681694531,8.98522224121865,8.82914250328126,9.11083855169565,8.99699606286092,8.68110417104582,8.51951346634463,8.87470844900509,8.7120910737854,8.25752984903213,8.28041711787403,8.56005849279405,8.35139042454529,8.14088728811339,8.71790839994011,8.75573631180436,8.73202932231958
"YER046W",5.96565720713787,5.91300455587193,6.66377505841716,6.56581786493341,7.01709840699763,6.76627656470935,6.37857868377946,6.44465212701555,6.41215959515892,5.88024898204622,6.69325393333955,5.94632871455584,6.42350549504397,5.66374368474977,6.69704904993153,6.6343737083425,6.7976373855677,6.43182689105869,6.48164809082225,5.95084538293236,6.85334104368615,6.44016858429957,6.96699018304658,6.5600949169917,6.93509089043177,5.99773682810501,6.33799015392625,5.83596541288977,6.68017946943469,6.15287046617543,7.02733811346582,6.60941968090508,6.27390149609178,5.75069269387462,6.41161705809574,6.48750901327531,6.75976278593645,6.74602556592956,6.57916490288825,6.58290781431218,6.38605814826526,6.45180134511266,6.25087865117911,5.886221050542,6.16017719148513,6.10922803625002,6.47619570531013,6.29274518513771,6.3554255315359,6.80691982610157,6.79995567658096,6.42818210436973,6.43038837589879,6.05817628826936,6.04173275449546,5.69404877828364,6.29465161415333,6.15376707432438,6.13292604011766,6.03720152271028,6.4949410580748,6.23679666208207,6.58235536600256,6.60382920188048,6.3250399679472,6.25501432458433,6.61539039215778,6.3580024113861,5.84352527752972,5.71875961008245,6.53763664976225,6.32204162850547,6.56927478186426,6.58310460872318,6.33685115527862,6.47081727957678,5.93970647854433,6.11408712036086,6.56159606436333,6.34286892211808,6.1495378159069,5.7070343042072,5.75404634838092,5.72165100289768,6.41840599715196,6.08990246482231,6.80703402607179,6.62803396174151,6.49548162521369,6.06797697562719,6.49588899488362,6.59483923069893,6.73842922485793,6.46889640173445,6.5990993924362,6.79119562794354
"YER047C",7.61928522245677,7.82820498119706,7.89929985569893,7.83358391563279,7.82022094871972,7.95825799316057,7.96753789081605,7.81057505233517,7.70860243023274,7.69754295289657,7.79625079325745,8.01954629431613,8.18599784989194,8.12370946943109,7.83464592560656,8.99879850185708,7.76987127987217,7.84431236414601,8.09628589080006,8.19794151472818,7.75471098423924,7.96378205734799,7.66832148479412,8.07921276599724,8.11087683340772,8.08467980151212,7.81490341628904,8.07442372824953,7.71883023754133,8.03514950491349,7.67331595800007,7.68624946989757,7.62542421874735,7.91419052419116,7.64362051260855,7.87795856866602,7.62623010365313,7.75403600750095,7.79219895213969,7.8262342488577,7.74810290115416,7.69202524676338,7.92113450312357,8.03998824523488,7.83252758163327,7.7654047152805,8.00587090144723,7.8546112645866,7.83639775255568,7.79026924210275,7.83661639190574,8.04113524318385,7.87095853868802,7.94801362935532,7.84635410018671,8.11718874396491,7.81913252633641,7.98805301016441,7.74560615504343,8.02996123247876,7.86880265298618,8.04325327381383,7.76178203760966,7.91180633054223,7.75723556312491,7.94975935046173,8.03592909460619,7.93624864935698,7.70872610853826,7.82262676832604,7.65983639046235,7.90641450138512,7.82002375656064,8.04009345497408,7.94722033596304,8.01369277873526,7.77634455104911,8.05090693984332,7.85344070364159,7.9353254538701,8.03077075372803,8.19019692164095,8.00873551488384,8.10273500262698,7.76040837872368,7.92819298153204,7.64343012348677,7.80687332501738,7.56682478192551,7.74774420107536,7.63655123040609,7.86112141872437,7.84815242981533,8.05393909883334,7.80201977841599,7.90516903895784
"YER048C",10.1553941395073,9.91202669903262,10.0140054234005,9.99800057863608,9.9975323244422,9.76533845032217,10.1456529338578,10.0020777974002,10.1496642874459,10.0899690670285,10.1662673969033,10.0046841776212,10.0753290481957,10.1747576450687,10.2153618878514,10.9469912735968,10.0908061984992,10.0052355265044,10.0636914522797,10.0699670310511,10.2262301222956,10.1193970827827,10.2139493205563,10.1156881007504,10.3233023924055,10.1348265934334,10.3253419304213,9.97398467873035,10.16416478892,9.85141748396843,10.2917338044146,10.1904094350298,10.2502715319726,10.1348207811633,10.1560957553271,10.054255731454,10.1259799101495,9.96915803471555,10.0357249485133,10.2113396667156,10.3204753795278,9.95129675773529,10.0944993087553,10.1083666999606,9.92371558992151,9.90254483639043,9.97014561646751,10.0169431221823,10.0776509210781,10.0403042539261,10.0679827309865,10.0226159517955,10.1022235221995,10.0098619080064,10.0261178687877,9.84534789964282,10.0644019082671,9.98088761649298,10.0022235898786,10.0679275481565,10.0598470529384,10.050330581123,10.0200333842151,9.7503211860094,10.1821348742294,9.99682605980293,10.1372142761643,9.93348865486791,10.1241781685253,10.0683436775876,10.0142222361868,9.96240460743081,9.99955593218964,9.95444326272524,10.1263395165294,10.0111241125889,10.1432985357685,9.83579028563809,10.1773477316486,9.91611268841579,9.91494321481651,9.8620384517607,9.67619137397495,9.62104733344658,10.2405445778691,10.06598384365,10.1243574743325,10.1522473611931,10.1803438568965,10.0902455510676,10.07968768253,10.011636236669,10.0944555415033,9.71939742061056,10.010037458817,9.98159776872585
"YER048W-A",8.99254455038908,8.55950085427877,8.76470428104483,8.48026618285637,9.09511494988798,8.75893866283618,8.94414592773926,9.07476138891259,9.0900524803325,9.01684636073625,9.08025744460561,8.30814793955247,8.51457183162398,8.55691721298682,8.97985296858809,9.39750801162713,9.28105097724628,9.0518548550135,8.53301830504062,8.650706730863,8.82315929806164,9.03511372552056,9.12047515023799,9.06356267274811,8.76554192103643,8.60402298974214,8.94037152165878,8.33695846198933,9.02380921951957,8.59108478814656,9.04231761703296,8.90737377067162,9.04303703897768,8.67090826613454,9.13562702095031,8.895239701307,8.93161652690122,8.77632651425444,8.83987184942744,9.06123113573481,9.02820668010682,9.0296655976802,8.62144294836224,8.81434031580153,8.7110907797878,8.57132619335502,8.47297159396402,8.61374660102267,8.85704236064443,8.89259252714425,8.86402679432878,8.49166126857047,8.67331665583429,8.29831069252258,8.84438173816691,8.44187707693981,8.79473001262928,8.51615424737394,8.78693992576811,8.55306239970929,8.70331827020332,8.54271594225798,8.92183895806876,8.54370005000836,8.69196143013864,8.60207596977948,9.01573729789757,8.52786590081228,9.0679533231964,8.59022477360959,8.85320436595191,8.6278180420793,8.91837072413624,8.69389710151717,8.78142827314021,8.67007415325026,8.83099415568423,8.33458496248894,8.87738570066654,8.55911086881507,8.93307727935227,8.77747428049291,9.19214885901878,9.06795640369756,9.35325857754595,9.22723071675611,9.05907550406707,8.86309990698639,9.30365566639617,9.12649373121458,8.94200129609528,8.60464934734081,9.30279708726092,8.65831815252599,9.1678035700335,8.88660433363326
"YER049W",10.5120275330116,10.2077628822855,10.0699975760839,10.5684482486557,10.3409057114595,10.1303989265168,10.4614437005521,10.3764752404671,10.765803836851,10.48940579177,10.7942364871087,10.6097476842911,10.937965832515,10.9255609430483,10.6648855501873,11.2663799247623,10.86254610798,10.4391740302202,10.702232670274,10.701709260685,10.2328106869787,10.7312926744702,10.1026649438813,10.4300916578738,10.184403191776,10.7572498253024,10.7980951289877,10.5300408056057,10.2004887598253,10.3003168751688,10.6221578721804,10.7448008689144,10.8434847499438,10.8956032694703,10.5298569768645,10.7542034022847,10.3830106059068,10.6829703390812,10.7989906247655,10.6985624330731,10.4440006065756,10.3893696640399,10.9438863561721,10.8509704353918,10.799463505818,10.4917463264225,10.2992758215498,10.6539489643297,10.4789893490006,10.2778999616815,9.91510461788769,10.5163114267101,9.78323085430576,10.6396765744677,10.4567268714636,10.4301176654901,10.482494636073,10.5790768514105,10.5511393198238,10.3581320450842,10.8840689663031,10.8158834346209,10.4257188273936,10.2079097560117,10.6968110124985,10.4140945161886,10.340611217062,10.7254273597415,10.5940134491255,10.356863391794,10.5385714098572,10.3986249737978,10.4461084774445,10.4072759352389,10.6201653234901,10.567550759702,10.4405540392573,10.2491199222416,10.7705943962533,9.99042411530439,9.84262202741126,9.85167276892468,9.9145345263892,9.69839134180676,10.0284377084817,10.2032811883477,10.4785758077024,10.3756603458745,10.6545807218034,10.3523497905918,10.4622726566155,10.300368171738,10.0155761793616,10.0034980670605,10.4043290773143,10.2995525689958
"YER050C",8.39120525569917,8.17624355171666,8.5617089959237,8.12055164111405,8.49762519127502,8.25584725359252,8.55921280456747,8.79726844150712,8.55227115153117,8.84997061562676,8.52386199392454,7.99395105877666,7.92027694389858,7.98599518785718,8.48756009107499,9.29923798214011,8.52400078393394,8.70202804116563,7.93738890088225,8.02027118266547,8.49524835628246,8.47107207701042,8.47181355326912,8.44025863780528,8.40632707053627,8.21539024897792,8.3895793796552,8.04893093388073,8.44455238859386,8.23923611771336,8.50308790258803,8.46996311803631,8.39574539002224,8.2634204555831,8.50075418715242,8.33963523794376,8.19946784775737,8.11691045630354,8.06035811675208,8.37328809680888,8.59366317580949,8.62540349761131,8.0147104091981,8.11568321106619,8.0286566065263,8.08967018939214,8.03861347681034,8.10036998970578,8.19934801448528,8.14845145718345,8.23730090350068,7.97659547471587,8.22899167765436,7.99143085550229,8.27806524693543,7.97123832080696,8.16631118180734,8.04814617345883,8.23986496887663,8.23512631030091,7.92049083234763,7.97607278011621,8.22640863654185,8.12620726807616,8.1470152359445,8.10075650740576,8.2555908439298,7.98926140978358,8.51398839915243,8.4291838598984,8.36972855666078,8.32129279535915,8.3006261186747,8.19373216110227,7.99304538499342,8.10761385935344,8.14643284154417,8.13343004764169,8.34707445215136,8.22385010916011,9.04478873656596,8.77747428049291,9.13088927895448,8.918321541311,9.52689522044075,9.35732720417336,8.46174165167071,8.4203751129569,8.79098938799252,8.8552141395622,8.51737428789242,8.41900578830223,8.5917974662933,8.25527147006729,8.48613233657012,8.54729442704425
