"","Uniprot_InteractorA","Uniprot_InteractorB","Confidence.value.s.","InteractorA","InteractorB"
"1170","uniprotkb:Q08278","uniprotkb:P32602","intact-miscore:0.37","YOL135C","YBL050W"
"1171","uniprotkb:P17558","uniprotkb:P32602","intact-miscore:0.37","YOR158W","YBL050W"
"1172","uniprotkb:P18239","uniprotkb:P32602","intact-miscore:0.37","YBL030C","YBL050W"
"1173","uniprotkb:Q06216","uniprotkb:P32602","intact-miscore:0.37","YLR273C","YBL050W"
"1174","uniprotkb:P40505","uniprotkb:P32602","intact-miscore:0.37","YIL084C","YBL050W"
"1175","uniprotkb:P22215","uniprotkb:P32602","intact-miscore:0.37","YOR307C","YBL050W"
"1176","uniprotkb:P36048","uniprotkb:P32602","intact-miscore:0.37","YKL173W","YBL050W"
"1177","uniprotkb:P32572","uniprotkb:P32602","intact-miscore:0.37","YNL204C","YBL050W"
"1178","uniprotkb:Q03770","uniprotkb:P32602","intact-miscore:0.37","YDR160W","YBL050W"
"1179","uniprotkb:Q12309","uniprotkb:P32602","intact-miscore:0.37","YLR117C","YBL050W"
"1180","uniprotkb:P39734","uniprotkb:P32602","intact-miscore:0.37","YAL028W","YBL050W"
"1181","uniprotkb:P25649","uniprotkb:P32602","intact-miscore:0.37","YCR082W","YBL050W"
"1182","uniprotkb:Q12516","uniprotkb:P32602","intact-miscore:0.37","YDL133W","YBL050W"
"1183","uniprotkb:Q12515","uniprotkb:P32602","intact-miscore:0.37","YDL173W","YBL050W"
"1184","uniprotkb:P36075","uniprotkb:P32602","intact-miscore:0.37","YKL090W","YBL050W"
"1185","uniprotkb:Q08096","uniprotkb:P32602","intact-miscore:0.37","YOL010W","YBL050W"
"1186","uniprotkb:Q08202","uniprotkb:P32602","intact-miscore:0.37","YOL032W","YBL050W"
"1187","uniprotkb:Q08206","uniprotkb:P32602","intact-miscore:0.37","YOL036W","YBL050W"
"1188","uniprotkb:Q08650","uniprotkb:P32602","intact-miscore:0.37","YOR245C","YBL050W"
"1189","uniprotkb:Q08931","uniprotkb:P32602","intact-miscore:0.37","YPL192C","YBL050W"
"1190","uniprotkb:Q12436","uniprotkb:P32602","intact-miscore:0.37","YLR130C","YBL050W"
"1191","uniprotkb:P53091","uniprotkb:Q03656","intact-miscore:0.37","YGL201C","YMR216C"
"1192","uniprotkb:P38804","uniprotkb:Q03656","intact-miscore:0.37","YHR087W","YMR216C"
"1193","uniprotkb:P40507","uniprotkb:Q03656","intact-miscore:0.37","YIL079C","YMR216C"
"1194","uniprotkb:Q08550","uniprotkb:Q03656","intact-miscore:0.37","YOR177C","YMR216C"
"1195","uniprotkb:P38257","uniprotkb:P32790","intact-miscore:0.37","YBR098W","YBL007C"
"1196","uniprotkb:P48562","uniprotkb:P33338","intact-miscore:0.37","YNL298W","YNL243W"
"1197","uniprotkb:P53933","uniprotkb:P33338","intact-miscore:0.37","YNL094W","YNL243W"
"1198","uniprotkb:Q12134","uniprotkb:P33338","intact-miscore:0.37","YOR284W","YNL243W"
"1199","uniprotkb:P32793","uniprotkb:P33338","intact-miscore:0.37","YHR016C","YNL243W"
"1200","uniprotkb:Q01532","uniprotkb:P22213","intact-miscore:0.37","YNL239W","YDR189W"
"1201","uniprotkb:P89113","uniprotkb:P53541","intact-miscore:0.37","YOL052C-A","YNL012W"
"1202","uniprotkb:P38921","uniprotkb:P35209","intact-miscore:0.37","YNL003C","YMR179W"
"1203","uniprotkb:Q99314","uniprotkb:P35209","intact-miscore:0.37","YOR213C","YMR179W"
"1204","uniprotkb:Q03012","uniprotkb:P35209","intact-miscore:0.37","YPL138C","YMR179W"
"1205","uniprotkb:Q05785","uniprotkb:P38163","intact-miscore:0.37","YLR206W","YBL106C"
"1206","uniprotkb:P22209","uniprotkb:P38163","intact-miscore:0.37","YAR018C","YBL106C"
"1207","uniprotkb:P25374","uniprotkb:P38163","intact-miscore:0.37","YCL017C","YBL106C"
"1208","uniprotkb:P33420","uniprotkb:P38163","intact-miscore:0.37","YPL174C","YBL106C"
"1209","uniprotkb:P38810","uniprotkb:P38163","intact-miscore:0.37","YHR098C","YBL106C"
"1210","uniprotkb:P07278","uniprotkb:P38163","intact-miscore:0.37","YIL033C","YBL106C"
"1211","uniprotkb:P53039","uniprotkb:P38163","intact-miscore:0.37","YGR172C","YBL106C"
"1212","uniprotkb:P36125","uniprotkb:P38163","intact-miscore:0.37","YKR030W","YBL106C"
"1213","uniprotkb:P53933","uniprotkb:P38163","intact-miscore:0.37","YNL094W","YBL106C"
"1214","uniprotkb:Q08601","uniprotkb:P38163","intact-miscore:0.37","YOR197W","YBL106C"
"1215","uniprotkb:P38793","uniprotkb:P17555","intact-miscore:0.37","YHR070W","YNL138W"
"1216","uniprotkb:P38862","uniprotkb:P39926","intact-miscore:0.37","YHR171W","YMR183C"
"1217","uniprotkb:P45976","uniprotkb:P25344","intact-miscore:0.37","YJR093C","YCL032W"
"1218","uniprotkb:P18494","uniprotkb:P25344","intact-miscore:0.37","YER040W","YCL032W"
"1219","uniprotkb:Q06592","uniprotkb:P25344","intact-miscore:0.37","YPR193C","YCL032W"
"1220","uniprotkb:Q99383","uniprotkb:P25344","intact-miscore:0.37","YOL123W","YCL032W"
"1221","uniprotkb:P39520","uniprotkb:P25344","intact-miscore:0.37","YLR223C","YCL032W"
"1222","uniprotkb:Q03503","uniprotkb:P25344","intact-miscore:0.37","YPR051W","YCL032W"
"1223","uniprotkb:Q04149","uniprotkb:P25344","intact-miscore:0.37","YDR386W","YCL032W"
"1224","uniprotkb:Q08214","uniprotkb:P25344","intact-miscore:0.37","YOL043C","YCL032W"
"1225","uniprotkb:P32854","uniprotkb:P25344","intact-miscore:0.37","YOR036W","YCL032W"
"1226","uniprotkb:P53437","uniprotkb:P25344","intact-miscore:0.37","YMR270C","YCL032W"
"1227","uniprotkb:P39955","uniprotkb:P25344","intact-miscore:0.37","YER047C","YCL032W"
"1228","uniprotkb:P22224","uniprotkb:P25344","intact-miscore:0.37","YGL233W","YCL032W"
"1229","uniprotkb:P54999","uniprotkb:P25344","intact-miscore:0.37","YPR182W","YCL032W"
"1230","uniprotkb:P39723","uniprotkb:P25344","intact-miscore:0.37","YAL047C","YCL032W"
"1231","uniprotkb:P47822","uniprotkb:P25344","intact-miscore:0.37","YDR308C","YCL032W"
"1232","uniprotkb:Q04048","uniprotkb:P25344","intact-miscore:0.37","YDR416W","YCL032W"
"1233","uniprotkb:P32610","uniprotkb:P25344","intact-miscore:0.37","YEL051W","YCL032W"
"1234","uniprotkb:P32563","uniprotkb:P25344","intact-miscore:0.37","YOR270C","YCL032W"
"1235","uniprotkb:P25344","uniprotkb:Q02948","intact-miscore:0.37","YCL032W","YPL120W"
"1236","uniprotkb:P25649","uniprotkb:P25344","intact-miscore:0.37","YCR082W","YCL032W"
"1237","uniprotkb:Q12115","uniprotkb:P25344","intact-miscore:0.37","YDL016C","YCL032W"
"1238","uniprotkb:Q07732","uniprotkb:P25344","intact-miscore:0.37","YDL239C","YCL032W"
"1239","uniprotkb:P35727","uniprotkb:P25344","intact-miscore:0.37","YKL061W","YCL032W"
"1240","uniprotkb:P36116","uniprotkb:P25344","intact-miscore:0.37","YKR020W","YCL032W"
"1241","uniprotkb:Q07887","uniprotkb:P25344","intact-miscore:0.37","YLL049W","YCL032W"
"1242","uniprotkb:P48232","uniprotkb:P25344","intact-miscore:0.37","YNL086W","YCL032W"
"1243","uniprotkb:P25646","uniprotkb:P32911","intact-miscore:0.37","YCR079W","YNL244C"
"1244","uniprotkb:P53933","uniprotkb:P32944","intact-miscore:0.37","YNL094W","YJL187C"
"1245","uniprotkb:P32489","uniprotkb:P08153","intact-miscore:0.37","YPL121C","YDR146C"
"1246","uniprotkb:P25652","uniprotkb:P08153","intact-miscore:0.37","YCR087W","YDR146C"
"1247","uniprotkb:Q99332","uniprotkb:P12612","intact-miscore:0.37","YOR324C","YDR212W"
"1248","uniprotkb:Q03818","uniprotkb:P38987","intact-miscore:0.37","YMR159C","YML064C"
"1249","uniprotkb:Q01532","uniprotkb:P38987","intact-miscore:0.37","YNL239W","YML064C"
"1250","uniprotkb:P53081","uniprotkb:P38987","intact-miscore:0.37","YGL221C","YML064C"
"1251","uniprotkb:P39009","uniprotkb:P13099","intact-miscore:0.37","YDL101C","YLR234W"
"1252","uniprotkb:P53030","uniprotkb:P16649","intact-miscore:0.37","YPL220W","YCR084C"
"1253","uniprotkb:Q7LHG5","uniprotkb:P53250","intact-miscore:0.37","YIL082W-A","YGR080W"
"1254","uniprotkb:P32578","uniprotkb:P52491","intact-miscore:0.37","YDR422C","YLR306W"
"1255","uniprotkb:P33296","uniprotkb:P38696","intact-miscore:0.37","YER100W","YHR129C"
"1256","uniprotkb:P50623","uniprotkb:P50623","intact-miscore:0.37","YDL064W","YDL064W"
"1257","uniprotkb:P48562","uniprotkb:P32900","intact-miscore:0.37","YNL298W","YHR149C"
"1258","uniprotkb:P54786","uniprotkb:P32900","intact-miscore:0.37","YML109W","YHR149C"
"1259","uniprotkb:Q03465","uniprotkb:P40555","intact-miscore:0.37","YDL020C","YIL007C"
"1260","uniprotkb:P32368","uniprotkb:P40555","intact-miscore:0.37","YKL212W","YIL007C"
"1261","uniprotkb:P48231","uniprotkb:P36157","intact-miscore:0.37","YNL087W","YKR077W"
"1262","uniprotkb:P36162","uniprotkb:Q06410","intact-miscore:0.37","YKR083C","YLR423C"
"1263","uniprotkb:P48510","uniprotkb:Q03707","intact-miscore:0.37","YMR276W","YML034W"
"1264","uniprotkb:Q03406","uniprotkb:Q03707","intact-miscore:0.37","YDR489W","YML034W"
"1265","uniprotkb:Q05899","uniprotkb:Q08471","intact-miscore:0.37","YLR297W","YOR066W"
"1266","uniprotkb:P50945","uniprotkb:Q08914","intact-miscore:0.37","YNL100W","YOR391C"
"1267","uniprotkb:Q08992","uniprotkb:Q08914","intact-miscore:0.37","YPL280W","YOR391C"
"1268","uniprotkb:P32864","uniprotkb:P38555","intact-miscore:0.37","YOR370C","YER031C"
"1269","uniprotkb:P32910","uniprotkb:P38555","intact-miscore:0.37","YNR003C","YER031C"
"1270","uniprotkb:P53857","uniprotkb:P38555","intact-miscore:0.37","YNL234W","YER031C"
"1271","uniprotkb:Q12520","uniprotkb:P38555","intact-miscore:0.37","YPL244C","YER031C"
"1272","uniprotkb:P47166","uniprotkb:Q99260","intact-miscore:0.37","YJR134C","YLR262C"
"1273","uniprotkb:Q12515","uniprotkb:Q99260","intact-miscore:0.37","YDL173W","YLR262C"
"1274","uniprotkb:Q99260","uniprotkb:Q08931","intact-miscore:0.37","YLR262C","YPL192C"
"1275","uniprotkb:P54786","uniprotkb:P50111","intact-miscore:0.37","YML109W","YMR273C"
"1276","uniprotkb:P42951","uniprotkb:Q12446","intact-miscore:0.37","YJL100W","YOR181W"
"1277","uniprotkb:Q12446","uniprotkb:P60010","intact-miscore:0.75","YOR181W","YFL039C"
"1278","uniprotkb:Q05080","uniprotkb:Q05080","intact-miscore:0.67","YMR032W","YMR032W"
"1279","uniprotkb:P60010","uniprotkb:P37370","intact-miscore:0.37","YFL039C","YLR337C"
"1280","uniprotkb:P0CG63","uniprotkb:P54787","intact-miscore:0.53","YLL039C","YML097C"
"1281","uniprotkb:P06105","uniprotkb:P36041","intact-miscore:0.40","YJL080C","YKL204W"
"1282","uniprotkb:P0CG63","uniprotkb:P40343","intact-miscore:0.62","YLL039C","YNR006W"
"1283","uniprotkb:Q05580","uniprotkb:P15891","author score:38725.076923100001|intact-miscore:0.44","YDR266C","YCR088W"
"1284","uniprotkb:P40960","uniprotkb:P15891","author score:27058.4615385|intact-miscore:0.44","YDR488C","YCR088W"
"1285","uniprotkb:P53145","uniprotkb:P15891","author score:42053.692307700003|intact-miscore:0.44","YGL099W","YCR088W"
"1286","uniprotkb:P04819","uniprotkb:P15891","author score:42190.923076899999|intact-miscore:0.44","YDL164C","YCR088W"
"1287","uniprotkb:Q12211","uniprotkb:P32793","author score:39233.400000000001|intact-miscore:0.44","YPL212C","YHR016C"
"1288","uniprotkb:Q12200","uniprotkb:P32793","author score:42105.099999999999|intact-miscore:0.44","YPL006W","YHR016C"
"1289","uniprotkb:Q12199","uniprotkb:P32793","author score:58894.900000000001|intact-miscore:0.44","YPR040W","YHR016C"
"1290","uniprotkb:Q04749","uniprotkb:P32793","author score:29526.5|intact-miscore:0.44","YMR068W","YHR016C"
"1291","uniprotkb:Q00916","uniprotkb:P32793","author score:50313.800000000003|intact-miscore:0.44","YIL061C","YHR016C"
"1292","uniprotkb:P53901","uniprotkb:P32793","author score:46634.215863099998|intact-miscore:0.44","YNL152W","YHR016C"
"1293","uniprotkb:P32793","uniprotkb:P53189","author score:43535.400000000001|intact-miscore:0.44","YHR016C","YGL028C"
"1294","uniprotkb:P53112","uniprotkb:P32793","author score:25461.299999999999|intact-miscore:0.44","YGL153W","YHR016C"
"1295","uniprotkb:P38870","uniprotkb:P32793","author score:31719.599999999999|intact-miscore:0.44","YHR182W","YHR016C"
"1296","uniprotkb:P38739","uniprotkb:P32793","author score:42070.300000000003|intact-miscore:0.44","YHL028W","YHR016C"
"1297","uniprotkb:P38289","uniprotkb:P32793","author score:36041.8610137|intact-miscore:0.44","YBR163W","YHR016C"
"1298","uniprotkb:P36531","uniprotkb:P32793","author score:36750.099999999999|intact-miscore:0.44","YBR122C","YHR016C"
"1299","uniprotkb:P36123","uniprotkb:P32793","author score:27354.099999999999|intact-miscore:0.44","YKR028W","YHR016C"
"1300","uniprotkb:P36036","uniprotkb:P32793","author score:50164.099999999999|intact-miscore:0.44","YKL214C","YHR016C"
"1301","uniprotkb:P25652","uniprotkb:P32793","author score:31200.599999999999|intact-miscore:0.44","YCR087W","YHR016C"
"1302","uniprotkb:P10566","uniprotkb:P32793","author score:44062.279529200001|intact-miscore:0.44","YJL133W","YHR016C"
"1303","uniprotkb:Q12510","uniprotkb:P38041","author score:46354.199999999997|intact-miscore:0.44","YDL156W","YBL085W"
"1304","uniprotkb:Q12267","uniprotkb:P38041","author score:33451.599999999999|intact-miscore:0.44","YLR086W","YBL085W"
"1305","uniprotkb:Q12168","uniprotkb:P38041","author score:49938.115823|intact-miscore:0.44","YLR144C","YBL085W"
"1306","uniprotkb:Q06604","uniprotkb:P38041","author score:56796.199999999997|intact-miscore:0.44","YPR171W","YBL085W"
"1307","uniprotkb:P47150","uniprotkb:P38041","author score:52251.980759799997|intact-miscore:0.44","YJR113C","YBL085W"
"1308","uniprotkb:P25441","uniprotkb:P38041","author score:34059.900000000001|intact-miscore:0.44","YDL150W","YBL085W"
"1309","uniprotkb:P25335","uniprotkb:P38041","author score:30271.099999999999|intact-miscore:0.44","YIR029W","YBL085W"
"1310","uniprotkb:P21827","uniprotkb:P38041","author score:135028.071084|intact-miscore:0.44","YGL097W","YBL085W"
"1311","uniprotkb:P13712","uniprotkb:P38041","author score:75807.815549599996|intact-miscore:0.44","YBR195C","YBL085W"
"1312","uniprotkb:O13561","uniprotkb:P38041","author score:33699.883185300001|intact-miscore:0.44","YLR169W","YBL085W"
"1313","uniprotkb:Q12532","uniprotkb:P39743","author score:34357.5105998|intact-miscore:0.44","YPL009C","YDR388W"
"1314","uniprotkb:Q12510","uniprotkb:P39743","author score:77833.272605100006|intact-miscore:0.44","YDL156W","YDR388W"
"1315","uniprotkb:Q12365","uniprotkb:P39743","author score:34549.601754800002|intact-miscore:0.44","YPL255W","YDR388W"
"1316","uniprotkb:Q04964","uniprotkb:P39743","author score:30368.066063900002|intact-miscore:0.44","YML058W","YDR388W"
"1317","uniprotkb:Q00916","uniprotkb:P39743","author score:27958.5443696|intact-miscore:0.44","YIL061C","YDR388W"
"1318","uniprotkb:P53153","uniprotkb:P39743","author score:29103.5148386|intact-miscore:0.44","YGL085W","YDR388W"
"1319","uniprotkb:P33400","uniprotkb:P39743","author score:58431.800892699997|intact-miscore:0.44","YHL027W","YDR388W"
"1320","uniprotkb:P31374","uniprotkb:P39743","author score:28302.6278895|intact-miscore:0.44","YAL017W","YDR388W"
"1321","uniprotkb:Q12365","uniprotkb:P39969","author score:33315.751261500001|intact-miscore:0.44","YPL255W","YER114C"
"1322","uniprotkb:Q06524","uniprotkb:P40073","author score:30241.875122000001|intact-miscore:0.44","YPR151C","YER118C"
"1323","uniprotkb:Q01846","uniprotkb:P40073","author score:35752.747187599998|intact-miscore:0.44","YML104C","YER118C"
"1324","uniprotkb:Q00246","uniprotkb:P40073","author score:28075.917215199999|intact-miscore:0.44","YKR055W","YER118C"
"1325","uniprotkb:P40568","uniprotkb:P40073","author score:29528.363637599999|intact-miscore:0.44","YIR010W","YER118C"
"1326","uniprotkb:P36077","uniprotkb:P40073","author score:28182.575373|intact-miscore:0.44","YKL086W","YER118C"
"1327","uniprotkb:P32448","uniprotkb:P40073","author score:31379.010544799999|intact-miscore:0.44","YDL197C","YER118C"
"1328","uniprotkb:Q12466","uniprotkb:P43603","author score:34149.136744800002|intact-miscore:0.44","YOR086C","YFR024C-A"
"1329","uniprotkb:P43603","uniprotkb:Q12211","author score:37993.323550599998|intact-miscore:0.44","YFR024C-A","YPL212C"
"1330","uniprotkb:Q12200","uniprotkb:P43603","author score:40344.948760899999|intact-miscore:0.44","YPL006W","YFR024C-A"
"1331","uniprotkb:Q12199","uniprotkb:P43603","author score:30371.817733200001|intact-miscore:0.44","YPR040W","YFR024C-A"
"1332","uniprotkb:Q12164","uniprotkb:P43603","author score:36090.889537800002|intact-miscore:0.44","YLL023C","YFR024C-A"
"1333","uniprotkb:Q07657","uniprotkb:P43603","author score:35600.956840799998|intact-miscore:0.44","YDL225W","YFR024C-A"
"1334","uniprotkb:Q06833","uniprotkb:P43603","author score:36816.177612699998|intact-miscore:0.44","YPR091C","YFR024C-A"
"1335","uniprotkb:Q04991","uniprotkb:P43603","author score:27616.398995899999|intact-miscore:0.44","YMR221C","YFR024C-A"
"1336","uniprotkb:Q04964","uniprotkb:P43603","author score:30513.864113399999|intact-miscore:0.44","YML058W","YFR024C-A"
"1337","uniprotkb:Q04749","uniprotkb:P43603","author score:35820.184908800002|intact-miscore:0.44","YMR068W","YFR024C-A"
"1338","uniprotkb:Q00916","uniprotkb:P43603","author score:29069.124458599999|intact-miscore:0.44","YIL061C","YFR024C-A"
"1339","uniprotkb:P53901","uniprotkb:P43603","author score:50591.804019800002|intact-miscore:0.44","YNL152W","YFR024C-A"
"1340","uniprotkb:P53189","uniprotkb:P43603","author score:49245.220305700001|intact-miscore:0.44","YGL028C","YFR024C-A"
"1341","uniprotkb:P47150","uniprotkb:P43603","author score:25070.507969499999|intact-miscore:0.44","YJR113C","YFR024C-A"
"1342","uniprotkb:P47043","uniprotkb:P43603","author score:44986.504911199998|intact-miscore:0.44","YJL056C","YFR024C-A"
"1343","uniprotkb:P40986","uniprotkb:P43603","author score:35374.873853899997|intact-miscore:0.44","YDR182W","YFR024C-A"
"1344","uniprotkb:P40959","uniprotkb:P43603","author score:34801.518086800002|intact-miscore:0.44","YMR004W","YFR024C-A"
"1345","uniprotkb:P40574","uniprotkb:P43603","author score:39092.330196199997|intact-miscore:0.44","YIR018W","YFR024C-A"
"1346","uniprotkb:P40494","uniprotkb:P43603","author score:25900.987865899999|intact-miscore:0.44","YIL095W","YFR024C-A"
"1347","uniprotkb:P40095","uniprotkb:P43603","author score:33885.933725100003|intact-miscore:0.44","YER158C","YFR024C-A"
"1348","uniprotkb:P39564","uniprotkb:P43603","author score:27087.212188000001|intact-miscore:0.44","YAR068W","YFR024C-A"
"1349","uniprotkb:P38739","uniprotkb:P43603","author score:44806.336947399999|intact-miscore:0.44","YHL028W","YFR024C-A"
"1350","uniprotkb:P38289","uniprotkb:P43603","author score:48276.237538699999|intact-miscore:0.44","YBR163W","YFR024C-A"
"1351","uniprotkb:P43603","uniprotkb:P36531","author score:48606.031449100003|intact-miscore:0.44","YFR024C-A","YBR122C"
"1352","uniprotkb:P36123","uniprotkb:P43603","author score:28789.236824899999|intact-miscore:0.44","YKR028W","YFR024C-A"
"1353","uniprotkb:P36036","uniprotkb:P43603","author score:49127.263964700003|intact-miscore:0.44","YKL214C","YFR024C-A"
"1354","uniprotkb:P32862","uniprotkb:P43603","author score:26290.5542026|intact-miscore:0.44","YKL038W","YFR024C-A"
"1355","uniprotkb:P32634","uniprotkb:P43603","author score:29364.0153111|intact-miscore:0.44","YER132C","YFR024C-A"
"1356","uniprotkb:P31374","uniprotkb:P43603","author score:39216.202445700001|intact-miscore:0.44","YAL017W","YFR024C-A"
"1357","uniprotkb:P25652","uniprotkb:P43603","author score:25439.250873199999|intact-miscore:0.44","YCR087W","YFR024C-A"
"1358","uniprotkb:P25441","uniprotkb:P43603","author score:28777.467058400001|intact-miscore:0.44","YDL150W","YFR024C-A"
"1359","uniprotkb:P10566","uniprotkb:P43603","author score:39608.933782|intact-miscore:0.44","YJL133W","YFR024C-A"
"1360","uniprotkb:P07269","uniprotkb:P43603","author score:38935.551559400003|intact-miscore:0.44","YDL106C","YFR024C-A"
"1361","uniprotkb:Q12168","uniprotkb:Q04439","author score:39858.835691499997|intact-miscore:0.44","YLR144C","YMR109W"
"1362","uniprotkb:Q03900","uniprotkb:Q04439","author score:47448.0756234|intact-miscore:0.44","YDR132C","YMR109W"
"1363","uniprotkb:Q00453","uniprotkb:Q04439","author score:53588.983983400001|intact-miscore:0.44","YMR182C","YMR109W"
"1364","uniprotkb:P53735","uniprotkb:Q04439","author score:82308.441145499994|intact-miscore:0.44","YNR039C","YMR109W"
"1365","uniprotkb:P53145","uniprotkb:Q04439","author score:117125.43552499999|intact-miscore:0.44","YGL099W","YMR109W"
"1366","uniprotkb:P34758","uniprotkb:Q04439","author score:76158.315962499997|intact-miscore:0.44","YOR329C","YMR109W"
"1367","uniprotkb:P34245","uniprotkb:Q04439","author score:77883.228978400002|intact-miscore:0.44","YKL097C","YMR109W"
"1368","uniprotkb:P39743","uniprotkb:P40563","intact-miscore:0.44","YDR388W","YIR003W"
"1369","uniprotkb:P39743","uniprotkb:P47128","intact-miscore:0.44","YDR388W","YJR082C"
"1370","uniprotkb:P47190","uniprotkb:P33775","intact-miscore:0.50","YOR321W","YDL095W"
"1371","uniprotkb:P31382","uniprotkb:P52867","intact-miscore:0.50","YAL023C","YDL093W"
"1372","uniprotkb:P46971","uniprotkb:P46971","intact-miscore:0.52","YJR143C","YJR143C"
"1373","uniprotkb:P41813","uniprotkb:Q08887","intact-miscore:0.37","YNL068C","YOR372C"
"1374","uniprotkb:P24869","uniprotkb:Q08887","intact-miscore:0.40","YPR119W","YOR372C"
"1375","uniprotkb:P38316","uniprotkb:P38862","intact-miscore:0.55","YBR217W","YHR171W"
"1376","uniprotkb:P38862","uniprotkb:P38862","intact-miscore:0.68","YHR171W","YHR171W"
"1377","uniprotkb:P32790","uniprotkb:P25369","intact-miscore:0.51","YBL007C","YCL034W"
"1378","uniprotkb:P25369","uniprotkb:P40994","intact-miscore:0.40","YCL034W","YOR094W"
"1379","uniprotkb:P40416","uniprotkb:P40416","intact-miscore:0.61","YMR301C","YMR301C"
