protein_id_ensemble,gene_id_ensemble,gene_symbol,QTL_type,percent_variance,p_val,significant_eQTL,Significant_eQTL_rep,Significant_pQTL
ENSMUSP00000039046,ENSMUSG00000039007,Cpq,LOCAL,39.42,0,1,1,0
ENSMUSP00000018476,ENSMUSG00000022329,Stk3,LOCAL,38.94,0,1,1,1
ENSMUSP00000052521,ENSMUSG00000048307,Ankrd46,LOCAL,39.58,0,1,1,0
ENSMUSP00000045490,ENSMUSG00000037646,Vps13b,LOCAL,26.44,0,1,1,0
ENSMUSP00000022894,ENSMUSG00000022285,Ywhaz,LOCAL,29.69,0,1,1,0
ENSMUSP00000077996,ENSMUSG00000062397,Zfp706,LOCAL,32.21,0,1,1,0
ENSMUSP00000022909,ENSMUSG00000022300,Dcaf13,LOCAL,22.27,0,1,1,0
ENSMUSP00000022915,ENSMUSG00000022304,Dpys,LOCAL,28.46,0,1,1,1
ENSMUSP00000022904,ENSMUSG00000022295,Atp6v1c1,LOCAL,29.85,0,1,1,0
ENSMUSP00000022962,ENSMUSG00000022337,Emc2,LOCAL,22.97,0,1,0,0
ENSMUSP00000096683,ENSMUSG00000039671,Zmynd8,DISTANT,18.62,0.012,1,0,0
ENSMUSP00000043439,ENSMUSG00000040263,Klhdc4,DISTANT,17.2,0.043,1,0,0
ENSMUSP00000052905,ENSMUSG00000022338,Eny2,LOCAL,26.56,0,1,0,0
ENSMUSP00000042746,ENSMUSG00000038736,Nudcd1,LOCAL,34.11,0,1,1,0
ENSMUSP00000022925,ENSMUSG00000022312,Eif3h,LOCAL,24.67,0,1,0,0
ENSMUSP00000094167,ENSMUSG00000022419,Deptor,LOCAL,27.49,0,1,1,0
ENSMUSP00000041294,ENSMUSG00000060429,Sntb1,LOCAL,28.94,0,1,1,1
ENSMUSP00000046467,ENSMUSG00000037075,Rnf139,LOCAL,48.09,0,1,1,0
ENSMUSP00000022980,ENSMUSG00000022354,Ndufb9,LOCAL,27.4,0,1,0,0
ENSMUSP00000022976,ENSMUSG00000022350,E430025E21Rik,LOCAL,46.39,0,1,1,0
ENSMUSP00000006444,ENSMUSG00000006281,Tep1,DISTANT,18.06,0.021,1,0,0
ENSMUSP00000098200,ENSMUSG00000072568,Fam84b,LOCAL,44.97,0,1,1,1
ENSMUSP00000123374,ENSMUSG00000048701,Ccdc6,DISTANT,17.07,0.046,1,0,0
ENSMUSP00000031319,ENSMUSG00000029372,Ppbp,DISTANT,16.26,0.091,1,0,0
ENSMUSP00000066860,ENSMUSG00000025092,Hspa12a,DISTANT,16.17,0.095,1,0,0
ENSMUSP00000005256,ENSMUSG00000005125,Ndrg1,LOCAL,20.77,0.001,1,0,1
ENSMUSP00000022954,ENSMUSG00000022332,Khdrbs3,LOCAL,44.29,0,1,1,0
ENSMUSP00000024783,ENSMUSG00000023988,Bysl,DISTANT,19.78,0.004,1,0,0
ENSMUSP00000023237,ENSMUSG00000022574,Naprt1,LOCAL,18.79,0.009,1,1,1
ENSMUSP00000069159,ENSMUSG00000055041,Commd5,LOCAL,20.3,0.002,1,0,0
ENSMUSP00000071794,ENSMUSG00000034022,Cpsf1,LOCAL,25.16,0,1,0,0
ENSMUSP00000105663,ENSMUSG00000022607,Ptk2,LOCAL,21.77,0.001,1,1,0
ENSMUSP00000069692,ENSMUSG00000056665,Them6,LOCAL,42.62,0,1,1,1
ENSMUSP00000023238,ENSMUSG00000022575,Gsdmd,LOCAL,31.18,0,1,1,1
ENSMUSP00000049605,ENSMUSG00000022571,Pycrl,LOCAL,20.08,0.003,1,0,1
ENSMUSP00000000958,ENSMUSG00000000934,Top1mt,LOCAL,37.23,0,1,1,0
ENSMUSP00000019516,ENSMUSG00000075590,Nrbp2,LOCAL,36.11,0,1,1,1
ENSMUSP00000059839,ENSMUSG00000046761,Fam83h,LOCAL,17.08,0.046,1,1,0
ENSMUSP00000129765,ENSMUSG00000063268,Parp10,LOCAL,51.3,0,1,1,0
ENSMUSP00000023213,ENSMUSG00000022554,Fam203a,LOCAL,22.3,0,1,0,0
ENSMUSP00000071698,ENSMUSG00000063236,1110038F14Rik,LOCAL,23.79,0,1,1,0
ENSMUSP00000019224,ENSMUSG00000019080,Mfsd3,LOCAL,32.31,0,1,1,1
ENSMUSP00000094115,ENSMUSG00000022558,Mroh1,LOCAL,33.75,0,1,1,1
ENSMUSP00000134864,ENSMUSG00000010601,Apol7a,LOCAL,47.34,0,1,1,0
ENSMUSP00000020957,ENSMUSG00000020629,Adi1,DISTANT,17.35,0.038,1,0,0
ENSMUSP00000114921,ENSMUSG00000033728,Lrrc14,LOCAL,36.05,0,1,1,0
ENSMUSP00000080468,ENSMUSG00000057346,Apol9a,LOCAL,19.1,0.007,1,0,1
ENSMUSP00000023221,ENSMUSG00000022561,Gpaa1,LOCAL,17.53,0.032,1,1,0
ENSMUSP00000023214,ENSMUSG00000022555,Dgat1,LOCAL,31.74,0,1,1,0
ENSMUSP00000134672,ENSMUSG00000042632,Pla2g6,LOCAL,28.15,0,1,1,1
ENSMUSP00000016781,ENSMUSG00000016637,Ift27,LOCAL,52.7,0,1,1,0
ENSMUSP00000110112,ENSMUSG00000029822,Osbpl3,DISTANT,17.13,0.045,1,0,0
ENSMUSP00000055743,ENSMUSG00000044986,Tst,LOCAL,39.38,0,1,1,1
ENSMUSP00000001226,ENSMUSG00000022436,Sh3bp1,LOCAL,34.1,0,1,1,0
ENSMUSP00000137309,ENSMUSG00000096210,H1f0,LOCAL,22.97,0,1,1,0
ENSMUSP00000130493,ENSMUSG00000071711,Mpst,LOCAL,28.69,0,1,1,1
ENSMUSP00000086795,ENSMUSG00000068220,Lgals1,LOCAL,32.33,0,1,1,0
ENSMUSP00000042053,ENSMUSG00000033039,Micall1,LOCAL,19,0.007,1,0,0
ENSMUSP00000006544,ENSMUSG00000006378,Gcat,LOCAL,51.21,0,1,1,1
ENSMUSP00000017086,ENSMUSG00000016942,Tmprss6,LOCAL,29.22,0,1,1,0
ENSMUSP00000038839,ENSMUSG00000033047,Eif3l,LOCAL,50.95,0,1,1,1
ENSMUSP00000043575,ENSMUSG00000042535,Gtpbp1,LOCAL,29.13,0,1,1,0
ENSMUSP00000086724,ENSMUSG00000042524,Sun2,LOCAL,32.02,0,1,1,1
ENSMUSP00000061167,ENSMUSG00000051518,Rps19bp1,LOCAL,34.67,0,1,1,0
ENSMUSP00000064336,ENSMUSG00000047888,Tnrc6b,LOCAL,30.04,0,1,0,0
ENSMUSP00000023043,ENSMUSG00000022407,Adsl,LOCAL,29.1,0,1,1,1
ENSMUSP00000023062,ENSMUSG00000022427,Tomm22,LOCAL,33.53,0,1,0,0
ENSMUSP00000023048,ENSMUSG00000022412,Mief1,LOCAL,29.5,0,1,0,0
ENSMUSP00000060930,ENSMUSG00000049521,Cdc42ep1,LOCAL,18.75,0.01,1,0,0
ENSMUSP00000098053,ENSMUSG00000016554,Eif3d,LOCAL,22.4,0,1,1,0
ENSMUSP00000006094,ENSMUSG00000022445,Cyp2d26,LOCAL,21.72,0.001,1,0,0
ENSMUSP00000105312,ENSMUSG00000033088,Triobp,LOCAL,16.59,0.069,1,1,0
ENSMUSP00000023088,ENSMUSG00000022453,Naga,LOCAL,25.94,0,1,1,0
ENSMUSP00000126849,ENSMUSG00000022391,Rangap1,LOCAL,29.36,0,1,1,0
ENSMUSP00000105181,ENSMUSG00000022390,Zc3h7b,LOCAL,25.26,0,1,0,1
ENSMUSP00000023085,ENSMUSG00000022450,Ndufa6,LOCAL,41.78,0,1,1,0
ENSMUSP00000023083,ENSMUSG00000061740,Cyp2d22,LOCAL,51.31,0,1,1,1
ENSMUSP00000097968,ENSMUSG00000022471,Xrcc6,LOCAL,42.8,0,1,1,1
ENSMUSP00000023040,ENSMUSG00000022404,Slc25a17,LOCAL,41.43,0,1,1,1
ENSMUSP00000072555,ENSMUSG00000094806,Cyp2d10,LOCAL,17.93,0.023,1,1,1
ENSMUSP00000105141,ENSMUSG00000094559,Cyp2d34,LOCAL,67.82,0,1,1,0
ENSMUSP00000060524,ENSMUSG00000068083,Cyp2d40,LOCAL,41.8,0,1,1,1
ENSMUSP00000051569,ENSMUSG00000048755,Mcat,LOCAL,45.76,0,1,1,1
ENSMUSP00000071064,ENSMUSG00000096852,Cyp2d12,LOCAL,35.18,0,1,1,0
ENSMUSP00000016901,ENSMUSG00000016757,Ttll12,LOCAL,52.41,0,1,1,1
ENSMUSP00000077345,ENSMUSG00000058586,Serhl,LOCAL,40.58,0,1,1,1
ENSMUSP00000054548,ENSMUSG00000041815,Poldip3,LOCAL,68.07,0,1,1,0
ENSMUSP00000114888,ENSMUSG00000022472,Desi1,LOCAL,34.67,0,1,1,0
ENSMUSP00000131457,ENSMUSG00000016619,Nup50,LOCAL,29.59,0,1,1,1
ENSMUSP00000065721,ENSMUSG00000051864,Tbc1d22a,LOCAL,18.36,0.016,1,0,0
ENSMUSP00000132450,ENSMUSG00000016541,Atxn10,LOCAL,35.35,0,1,1,1
ENSMUSP00000114504,ENSMUSG00000035944,Ttc38,LOCAL,24.71,0,1,1,1
ENSMUSP00000127646,ENSMUSG00000022620,Arsa,LOCAL,16.14,0.098,1,1,0
ENSMUSP00000023285,ENSMUSG00000022615,Tymp,LOCAL,24.99,0,1,1,1
ENSMUSP00000085985,ENSMUSG00000022629,Kif21a,LOCAL,25.96,0,1,1,1
ENSMUSP00000131943,ENSMUSG00000091780,Sco2,LOCAL,19.97,0.003,1,1,1
ENSMUSP00000068940,ENSMUSG00000055782,Abcd2,LOCAL,30.74,0,1,1,1
ENSMUSP00000112424,ENSMUSG00000020069,Hnrnph3,DISTANT,17.77,0.025,1,0,0
ENSMUSP00000110888,ENSMUSG00000047714,Ppp1r2,DISTANT,16.71,0.063,1,0,0
ENSMUSP00000131121,ENSMUSG00000036167,Pphln1,LOCAL,19.31,0.005,1,0,0
ENSMUSP00000085316,ENSMUSG00000051149,Adnp,DISTANT,17.36,0.038,1,0,0
ENSMUSP00000027726,ENSMUSG00000026456,Cyb5r1,DISTANT,16.69,0.063,1,0,0
ENSMUSP00000034754,ENSMUSG00000011958,Bnip2,DISTANT,16.48,0.076,1,0,0
ENSMUSP00000099657,ENSMUSG00000028800,Hdac1,DISTANT,17.29,0.04,1,0,0
ENSMUSP00000029645,ENSMUSG00000028011,Tdo2,DISTANT,16.18,0.095,1,0,0
ENSMUSP00000047880,ENSMUSG00000039233,Tbce,DISTANT,16.17,0.095,1,0,0
ENSMUSP00000104871,ENSMUSG00000059883,Irak4,LOCAL,54.07,0,1,1,1
ENSMUSP00000023087,ENSMUSG00000022451,Twf1,LOCAL,23.64,0,1,1,1
ENSMUSP00000023104,ENSMUSG00000022466,Rpap3,LOCAL,44.5,0,1,1,1
ENSMUSP00000078920,ENSMUSG00000027255,Arfgap2,DISTANT,16.99,0.049,1,0,0
ENSMUSP00000003450,ENSMUSG00000003360,Ddx23,LOCAL,23.64,0,1,0,0
ENSMUSP00000076777,ENSMUSG00000023004,Tuba1b,LOCAL,18,0.022,1,1,0
ENSMUSP00000107415,ENSMUSG00000027007,Ssfa2,DISTANT,16.39,0.082,1,0,0
ENSMUSP00000051033,ENSMUSG00000043091,Tuba1c,LOCAL,17.7,0.027,1,0,0
ENSMUSP00000026635,ENSMUSG00000025555,Farp1,DISTANT,17.94,0.023,1,0,0
ENSMUSP00000041395,ENSMUSG00000037826,Ppm1k,DISTANT,16.62,0.067,1,0,0
ENSMUSP00000097777,ENSMUSG00000023026,Dip2b,LOCAL,31.33,0,1,1,1
ENSMUSP00000055482,ENSMUSG00000038009,Dnajc22,LOCAL,35.43,0,1,1,0
ENSMUSP00000023760,ENSMUSG00000023019,Gpd1,LOCAL,17.64,0.029,1,1,1
ENSMUSP00000037546,ENSMUSG00000037353,Letmd1,LOCAL,23.04,0,1,0,1
ENSMUSP00000003445,ENSMUSG00000003355,Fkbp11,LOCAL,22.3,0,1,0,0
ENSMUSP00000138523,ENSMUSG00000098112,Bin2,LOCAL,27.47,0,1,1,0
ENSMUSP00000073371,ENSMUSG00000023022,Lima1,LOCAL,57.48,0,1,1,1
ENSMUSP00000065271,ENSMUSG00000054619,Mettl7a1,LOCAL,27.85,0,1,1,0
ENSMUSP00000115869,ENSMUSG00000023007,Prpf40b,LOCAL,21.17,0.001,1,0,0
ENSMUSP00000023818,ENSMUSG00000023055,Calcoco1,LOCAL,21.37,0.001,1,0,0
ENSMUSP00000076294,ENSMUSG00000056851,Pcbp2,LOCAL,35.03,0,1,1,0
ENSMUSP00000021506,ENSMUSG00000021091,Serpina3n,DISTANT,17.16,0.044,1,0,0
ENSMUSP00000004172,ENSMUSG00000004070,Hmox2,LOCAL,37.97,0,1,1,0
ENSMUSP00000048489,ENSMUSG00000039637,Coro7,LOCAL,42.37,0,1,1,1
ENSMUSP00000097770,ENSMUSG00000039427,Alg1,LOCAL,66.1,0,1,1,1
ENSMUSP00000087938,ENSMUSG00000022540,Rogdi,LOCAL,66.35,0,1,1,0
ENSMUSP00000023911,ENSMUSG00000023143,Nagpa,LOCAL,17.51,0.033,1,0,0
ENSMUSP00000066413,ENSMUSG00000056770,Setd3,DISTANT,16.34,0.085,1,0,0
ENSMUSP00000014445,ENSMUSG00000014301,Pam16,LOCAL,33.59,0,1,1,0
ENSMUSP00000053862,ENSMUSG00000043140,Tmem186,LOCAL,17.44,0.035,1,1,0
ENSMUSP00000008537,ENSMUSG00000008393,Carhsp1,LOCAL,37.26,0,1,1,1
ENSMUSP00000123189,ENSMUSG00000068663,Clec16a,LOCAL,22.86,0,1,1,0
ENSMUSP00000041113,ENSMUSG00000022498,Txndc11,LOCAL,24.5,0,1,0,0
ENSMUSP00000130583,ENSMUSG00000062203,Gspt1,LOCAL,17.69,0.028,1,0,0
ENSMUSP00000041008,ENSMUSG00000073421,H2-Ab1,DISTANT,16.13,0.099,1,1,0
ENSMUSP00000025590,ENSMUSG00000024687,Osbp,DISTANT,19.35,0.005,1,0,0
ENSMUSP00000127526,ENSMUSG00000032279,Idh3a,DISTANT,16.13,0.099,1,0,0
ENSMUSP00000113498,ENSMUSG00000005580,Adcy9,LOCAL,19.23,0.006,1,1,0
ENSMUSP00000023362,ENSMUSG00000022681,Ntan1,LOCAL,38.62,0,1,1,1
ENSMUSP00000023361,ENSMUSG00000022680,Pdxdc1,LOCAL,42.09,0,1,1,0
ENSMUSP00000023359,ENSMUSG00000022678,Nde1,LOCAL,36.97,0,1,1,0
ENSMUSP00000023455,ENSMUSG00000022771,Ppil2,LOCAL,26.29,0,1,1,1
ENSMUSP00000028200,ENSMUSG00000026849,Tor1a,DISTANT,17.19,0.043,1,0,0
ENSMUSP00000112913,ENSMUSG00000022779,Top3b,LOCAL,28.5,0,1,1,0
ENSMUSP00000003620,ENSMUSG00000003526,Prodh,LOCAL,17.7,0.027,1,0,1
ENSMUSP00000114115,ENSMUSG00000022750,Klhl22,LOCAL,27.9,0,1,1,0
ENSMUSP00000111268,ENSMUSG00000075704,Txnrd2,LOCAL,43,0,1,1,1
ENSMUSP00000111272,ENSMUSG00000000326,Comt,LOCAL,30.96,0,1,0,1
ENSMUSP00000023391,ENSMUSG00000022706,Mrpl40,LOCAL,28.73,0,1,1,0
ENSMUSP00000112636,ENSMUSG00000033653,Vps8,LOCAL,18.54,0.013,1,0,0
ENSMUSP00000021405,ENSMUSG00000021018,Polr2h,LOCAL,24.9,0,1,0,0
ENSMUSP00000087477,ENSMUSG00000022841,Ap2m1,LOCAL,21.78,0.001,1,1,0
ENSMUSP00000023562,ENSMUSG00000022856,Tmem41a,LOCAL,58.78,0,1,1,1
ENSMUSP00000023559,ENSMUSG00000022853,Ehhadh,LOCAL,33.34,0,1,1,1
ENSMUSP00000039252,ENSMUSG00000040134,Rdh7,DISTANT,16.91,0.053,1,0,0
ENSMUSP00000048643,ENSMUSG00000038028,9630033F20Rik,DISTANT,18.17,0.019,1,0,0
ENSMUSP00000097629,ENSMUSG00000033581,Igf2bp2,LOCAL,42.54,0,1,1,1
ENSMUSP00000023601,ENSMUSG00000022885,St6gal1,LOCAL,17.98,0.022,1,1,1
ENSMUSP00000128989,ENSMUSG00000022871,Fetub,LOCAL,40.39,0,1,1,1
ENSMUSP00000023590,ENSMUSG00000022877,Hrg,LOCAL,17.25,0.041,1,0,0
ENSMUSP00000023599,ENSMUSG00000022884,Eif4a2,LOCAL,25.81,0,1,0,0
ENSMUSP00000087327,ENSMUSG00000022887,Masp1,LOCAL,25.56,0,1,0,1
ENSMUSP00000111006,ENSMUSG00000060459,Kng2,LOCAL,17.71,0.027,1,0,0
ENSMUSP00000036971,ENSMUSG00000041939,Mvk,DISTANT,16.31,0.086,1,0,0
ENSMUSP00000097604,ENSMUSG00000038127,Ccdc50,LOCAL,27.57,0,1,1,1
ENSMUSP00000093843,ENSMUSG00000022514,Il1rap,LOCAL,20.33,0.002,1,1,1
ENSMUSP00000097600,ENSMUSG00000051065,Mb21d2,LOCAL,38.87,0,1,1,1
ENSMUSP00000021078,ENSMUSG00000018861,Fdxr,DISTANT,16.73,0.062,1,0,0
ENSMUSP00000033871,ENSMUSG00000031482,Slc25a15,DISTANT,16.12,0.1,1,0,0
ENSMUSP00000051895,ENSMUSG00000047953,Gp5,LOCAL,63,0,1,1,0
ENSMUSP00000061501,ENSMUSG00000049076,Acap2,LOCAL,17.91,0.023,1,1,0
ENSMUSP00000110888,ENSMUSG00000047714,Ppp1r2,LOCAL,20.74,0.001,1,1,0
ENSMUSP00000112860,ENSMUSG00000022538,Lsg1,LOCAL,25.79,0,1,1,0
ENSMUSP00000023502,ENSMUSG00000022808,Snx4,LOCAL,18.65,0.011,1,1,0
ENSMUSP00000023467,ENSMUSG00000022781,Pak2,LOCAL,16.4,0.081,1,0,0
ENSMUSP00000077857,ENSMUSG00000060636,Rpl35a,LOCAL,59.23,0,1,1,0
ENSMUSP00000110804,ENSMUSG00000053774,Ubxn7,LOCAL,21.06,0.001,1,1,0
ENSMUSP00000039632,ENSMUSG00000022807,Osbpl11,LOCAL,23.29,0,1,1,0
ENSMUSP00000023538,ENSMUSG00000022836,Mylk,LOCAL,31.34,0,1,1,0
ENSMUSP00000110680,ENSMUSG00000022817,Itgb5,LOCAL,53.51,0,1,1,0
ENSMUSP00000060462,ENSMUSG00000035376,Ptplb,LOCAL,34.57,0,1,1,1
ENSMUSP00000039568,ENSMUSG00000034473,Sec22a,LOCAL,28.33,0,1,1,1
ENSMUSP00000110528,ENSMUSG00000022906,Parp9,LOCAL,23.43,0,1,1,1
ENSMUSP00000080601,ENSMUSG00000049502,Dtx3l,LOCAL,17.04,0.047,1,1,0
ENSMUSP00000023550,ENSMUSG00000022844,Pdia5,LOCAL,18.87,0.009,1,1,0
ENSMUSP00000023524,ENSMUSG00000022827,Rabl3,LOCAL,45.38,0,1,1,0
ENSMUSP00000023514,ENSMUSG00000022820,Ndufb4,LOCAL,44.7,0,1,1,0
ENSMUSP00000110467,ENSMUSG00000022837,Iqcb1,LOCAL,20.29,0.002,1,1,0
ENSMUSP00000002925,ENSMUSG00000002846,Timmdc1,LOCAL,44.35,0,1,0,0
ENSMUSP00000038166,ENSMUSG00000034064,Poglut1,LOCAL,27.6,0,1,1,1
ENSMUSP00000036739,ENSMUSG00000036292,Gramd1c,LOCAL,18.44,0.014,1,1,0
ENSMUSP00000125352,ENSMUSG00000022668,Gtpbp8,LOCAL,35.53,0,1,1,0
ENSMUSP00000065282,ENSMUSG00000033157,Abhd10,LOCAL,49.5,0,1,1,0
ENSMUSP00000117009,ENSMUSG00000026730,Pter,DISTANT,16.93,0.052,1,0,0
ENSMUSP00000023334,ENSMUSG00000022656,Pvrl3,LOCAL,40.12,0,1,1,0
ENSMUSP00000099853,ENSMUSG00000055447,Cd47,LOCAL,58.82,0,1,1,0
ENSMUSP00000023146,ENSMUSG00000022503,Nubp1,DISTANT,16.84,0.056,1,0,0
ENSMUSP00000018727,ENSMUSG00000018583,G3bp1,DISTANT,17.54,0.032,1,0,0
ENSMUSP00000024783,ENSMUSG00000023988,Bysl,DISTANT,17.22,0.042,1,0,0
ENSMUSP00000101288,ENSMUSG00000028948,Nol9,DISTANT,19.33,0.005,1,0,0
ENSMUSP00000023269,ENSMUSG00000098274,RPL24,LOCAL,18.93,0.008,1,1,0
ENSMUSP00000110087,ENSMUSG00000071533,Pcnp,LOCAL,16.41,0.081,1,0,0
ENSMUSP00000138292,ENSMUSG00000029782,Tmem209,DISTANT,17.48,0.034,1,0,0
ENSMUSP00000058954,ENSMUSG00000044763,Trmt10c,LOCAL,17.31,0.04,1,1,1
ENSMUSP00000023431,ENSMUSG00000022749,Tbc1d23,LOCAL,65.46,0,1,1,1
ENSMUSP00000023432,ENSMUSG00000022751,Nit2,LOCAL,27.13,0,1,1,0
ENSMUSP00000129186,ENSMUSG00000022752,Tomm70a,LOCAL,23.7,0,1,0,0
ENSMUSP00000067867,ENSMUSG00000022757,Tfg,LOCAL,22.17,0,1,1,0
ENSMUSP00000055455,ENSMUSG00000022742,Cpox,LOCAL,34.34,0,1,1,1
ENSMUSP00000023407,ENSMUSG00000022724,Mina,LOCAL,17.78,0.025,1,1,1
ENSMUSP00000023426,ENSMUSG00000022744,Cldn25,LOCAL,20.36,0.002,1,1,1
ENSMUSP00000063054,ENSMUSG00000027739,Rab33b,DISTANT,16.29,0.087,1,0,0
ENSMUSP00000023629,ENSMUSG00000022912,Pros1,LOCAL,27.15,0,1,1,0
ENSMUSP00000121203,ENSMUSG00000007891,Ctsd,DISTANT,18.22,0.017,1,0,0
ENSMUSP00000041732,ENSMUSG00000038976,Ppp1r9b,DISTANT,16.98,0.049,1,0,0
ENSMUSP00000030651,ENSMUSG00000028843,Sh3bgrl3,DISTANT,17.23,0.042,1,0,0
ENSMUSP00000018311,ENSMUSG00000018167,Stard3,DISTANT,16.27,0.089,1,0,0
ENSMUSP00000127774,ENSMUSG00000058655,Eif4b,DISTANT,16.65,0.066,1,0,0
ENSMUSP00000025631,ENSMUSG00000024725,Ostf1,DISTANT,16.68,0.063,1,0,0
ENSMUSP00000132603,ENSMUSG00000022707,Gbe1,LOCAL,43.38,0,1,1,1
ENSMUSP00000035077,ENSMUSG00000032496,Ltf,DISTANT,16.27,0.09,1,0,0
ENSMUSP00000048817,ENSMUSG00000032932,Hspa13,LOCAL,19.83,0.003,1,0,1
ENSMUSP00000023580,ENSMUSG00000022867,Usp25,LOCAL,45.26,0,1,1,1
ENSMUSP00000089045,ENSMUSG00000033991,Ttc37,DISTANT,16.13,0.098,1,0,0
ENSMUSP00000009120,ENSMUSG00000008976,Gabpa,LOCAL,32.35,0,1,0,0
ENSMUSP00000109829,ENSMUSG00000022890,Atp5j,LOCAL,19.45,0.005,1,0,0
ENSMUSP00000005406,ENSMUSG00000022892,App,LOCAL,44.57,0,1,1,1
ENSMUSP00000088334,ENSMUSG00000004085,Zak,DISTANT,16.86,0.055,1,0,0
ENSMUSP00000038775,ENSMUSG00000052299,Ltn1,LOCAL,53.21,0,1,1,1
ENSMUSP00000101478,ENSMUSG00000028670,Lypla2,DISTANT,16.9,0.053,1,0,0
ENSMUSP00000061835,ENSMUSG00000044442,N6amt1,LOCAL,68.18,0,1,1,1
ENSMUSP00000026704,ENSMUSG00000025613,Cct8,LOCAL,16.77,0.059,1,0,0
ENSMUSP00000023707,ENSMUSG00000022982,Sod1,LOCAL,28.44,0,1,0,0
ENSMUSP00000024885,ENSMUSG00000024081,Cebpz,DISTANT,18.71,0.01,1,0,0
ENSMUSP00000099991,ENSMUSG00000024122,Pdpk1,DISTANT,16.9,0.053,1,0,0
ENSMUSP00000023677,ENSMUSG00000022956,Atp5o,LOCAL,17.13,0.045,1,0,0
ENSMUSP00000034945,ENSMUSG00000032381,Fam96a,DISTANT,16.79,0.058,1,0,0
ENSMUSP00000023684,ENSMUSG00000022962,Gart,LOCAL,25.3,0,1,1,1
ENSMUSP00000048113,ENSMUSG00000039763,Dnajc28,LOCAL,51.81,0,1,1,0
ENSMUSP00000026710,ENSMUSG00000025616,Usp16,LOCAL,16.51,0.075,1,0,0
ENSMUSP00000073171,ENSMUSG00000058240,Cryzl1,LOCAL,44.92,0,1,1,1
ENSMUSP00000037631,ENSMUSG00000039680,Mrps6,LOCAL,26,0,1,1,0
ENSMUSP00000049394,ENSMUSG00000051483,Cbr1,LOCAL,34.52,0,1,1,1
ENSMUSP00000021297,ENSMUSG00000020922,Lsm12,DISTANT,17.47,0.034,1,0,0
ENSMUSP00000047712,ENSMUSG00000022947,Cbr3,LOCAL,16.17,0.095,1,1,1
ENSMUSP00000113660,ENSMUSG00000022897,Dyrk1a,LOCAL,32.19,0,1,0,0
ENSMUSP00000130981,ENSMUSG00000040820,Hlcs,LOCAL,65.58,0,1,1,1
ENSMUSP00000023615,ENSMUSG00000022898,Dscr3,LOCAL,26.99,0,1,1,0
ENSMUSP00000061012,ENSMUSG00000040681,Hmgn1,LOCAL,21.89,0,1,0,1
ENSMUSP00000023630,ENSMUSG00000022913,Psmg1,LOCAL,42.63,0,1,1,0
ENSMUSP00000021425,ENSMUSG00000021037,Ahsa1,DISTANT,16.26,0.091,1,0,0
ENSMUSP00000008748,ENSMUSG00000008604,Ubqln4,DISTANT,16.32,0.086,1,0,0
ENSMUSP00000029382,ENSMUSG00000027804,Ppid,DISTANT,18.67,0.011,1,0,0
ENSMUSP00000127368,ENSMUSG00000045975,C2cd2,LOCAL,25.75,0,1,0,1
ENSMUSP00000024112,ENSMUSG00000023341,Mx2,LOCAL,69.97,0,1,1,1
ENSMUSP00000022601,ENSMUSG00000022023,Wbp4,DISTANT,16.56,0.072,1,0,0
ENSMUSP00000035291,ENSMUSG00000036983,Tfb1m,LOCAL,29.05,0,1,1,1
ENSMUSP00000130802,ENSMUSG00000040771,Oard1,DISTANT,16.23,0.093,1,0,0
ENSMUSP00000005053,ENSMUSG00000004945,Tmem242,LOCAL,28.26,0,1,0,0
ENSMUSP00000043220,ENSMUSG00000036103,Colec12,DISTANT,16.49,0.076,1,0,0
ENSMUSP00000086333,ENSMUSG00000038141,Tmem181a,LOCAL,46.27,0,1,1,0
ENSMUSP00000095043,ENSMUSG00000015659,Serac1,LOCAL,26.64,0,1,1,0
ENSMUSP00000063734,ENSMUSG00000052397,Ezr,LOCAL,32.95,0,1,1,1
ENSMUSP00000119443,ENSMUSG00000023861,Mpc1,LOCAL,21.23,0.001,1,0,0
ENSMUSP00000086519,ENSMUSG00000094724,Rnaset2b,LOCAL,54.12,0,1,1,1
ENSMUSP00000024627,ENSMUSG00000023852,Chd1,LOCAL,22.48,0,1,1,0
ENSMUSP00000078123,ENSMUSG00000057388,Mrpl18,LOCAL,22.25,0,1,1,0
ENSMUSP00000045912,ENSMUSG00000062480,Acat3,LOCAL,26.58,0,1,1,0
ENSMUSP00000014913,ENSMUSG00000014769,Psmb1,LOCAL,25.02,0,1,0,0
ENSMUSP00000024596,ENSMUSG00000023829,Slc22a1,LOCAL,16.51,0.075,1,1,0
ENSMUSP00000024599,ENSMUSG00000023830,Igf2r,LOCAL,24.29,0,1,0,0
ENSMUSP00000024620,ENSMUSG00000023846,Riok2,LOCAL,43.39,0,1,1,1
ENSMUSP00000024932,ENSMUSG00000024121,Atp6v0c,LOCAL,31.22,0,1,1,0
ENSMUSP00000126107,ENSMUSG00000036473,Tbc1d24,LOCAL,16.51,0.075,1,0,1
ENSMUSP00000085993,ENSMUSG00000039218,Srrm2,LOCAL,16.45,0.078,1,0,0
ENSMUSP00000043543,ENSMUSG00000040048,Ndufb10,LOCAL,18.25,0.017,1,1,0
ENSMUSP00000055827,ENSMUSG00000045316,Fahd1,LOCAL,36.49,0,1,1,1
ENSMUSP00000120911,ENSMUSG00000040688,Tbl3,LOCAL,17.57,0.031,1,1,0
